text,label,attack_type,original_text
【招商证券】财富早间版：美7月零售数据逊于预期，市场预计美联储近期加息可能性较小；社保基金7月份新开31个A股帐户创单月开户历史纪录。指数昨日仍保持强势格局，但有放量滞涨迹象短期或有震荡要求。前期短信提示优质品种仍有表现机会。投资建议仅供参考。,0,normal,【招商证券】财富早间版：美7月零售数据逊于预期，市场预计美联储近期加息可能性较小；社保基金7月份新开31个A股帐户创单月开户历史纪录。指数昨日仍保持强势格局，但有放量滞涨迹象短期或有震荡要求。前期短信提示优质品种仍有表现机会。投资建议仅供参考。
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0,normal,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
"Dеаr Vоucһer Ноlder, Тo сlaім tһіѕ wеekѕ offer, at you РC рleaѕе go tо http://www.e-tlр.cо.uк/reward. Ts&Cѕ арply.",1,C,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:httр://go.10086.cn/nd/мfa/MсмW4,1,C,探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mfa/McmW4
U call me alter at 11 ok.,0,normal,U call me alter at 11 ok.
Sitting ard nothing to do lor. U leh busy w work?,0,normal,Sitting ard nothing to do lor. U leh busy w work?
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",0,normal,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://gо.10086.сn/nd/мgр/13Fp1K,1,C,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/13Fp1K
Well welp is sort of a semiobscure internet thing,0,normal,Well welp is sort of a semiobscure internet thing
Free 1ѕt wееk еntry 2 TEХТPOD 4 а сһanсe 2 win 40GB іPоd or å£250 сash evеry wк. Тхt VРОD tо 81303 Тѕ&Cs www.textpod.nеt custсаrе 08712405020.,1,C,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
There bold 2  &lt;#&gt; . Is that yours,0,normal,There bold 2  &lt;#&gt; . Is that yours
K still are you loving me.,0,normal,K still are you loving me.
"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",0,normal,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? "
nullnull,0,normal,nullnull
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0,normal,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
"""截止当前，您的WCDMA(3G)-66元基本套餐A的3G语音50分钟,已使用40分钟,剩余10分钟;3G套餐内流量307200KB,已使用41637KB,剩余265563KB;国内短信240条,已使用6条,剩余234条;可视电话10分钟,已使用0分钟,剩余10分钟;M值6M,已使用0M,剩余6M;T值10T,已使用0T,剩余10T;通信费用请以帐详单为准。",0,normal,"""截止当前，您的WCDMA(3G)-66元基本套餐A的3G语音50分钟,已使用40分钟,剩余10分钟;3G套餐内流量307200KB,已使用41637KB,剩余265563KB;国内短信240条,已使用6条,剩余234条;可视电话10分钟,已使用0分钟,剩余10分钟;M值6M,已使用0M,剩余6M;T值10T,已使用0T,剩余10T;通信费用请以帐详单为准。"
Ok i also wan 2 watch e 9 pm show...,0,normal,Ok i also wan 2 watch e 9 pm show...
好消息：沪深A股T十0双向交易，可现买现卖、可买升买跌，杠杆10倍，在线立即开户，最佳平台请登入:www.008556.cом,1,C,好消息：沪深A股T十0双向交易，可现买现卖、可买升买跌，杠杆10倍，在线立即开户，最佳平台请登入:www.008556.com
S:)but he had some luck.2 catches put down:),0,normal,S:)but he had some luck.2 catches put down:)
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0,normal,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
<Forwarded frоm 88877>FRЕЕ entry into our å£250 weеklу cомр juѕt ѕеnd tһе word ENТЕR to 88877 NOW. 18 Т&C www.tеxtcомр.сom,1,C,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:httр://gо.10086.cn/nd/mgR/QdNfv,1,C,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgR/QdNfv
"尊敬的客户，您好！大屏高端商务明星机三星S4上市了：5英寸1080Р屏、四核1.9GHz、1300万+200万双摄像头，零售价5199元全球热销中、货源紧俏。如您有购买意向，请联系您的中国移动集团客户经理可享受超低4999的优惠价购买哦！数量有限，先定先得哦！客户经理：陈太娟,联系电话：13862587505！",1,C,"尊敬的客户，您好！大屏高端商务明星机三星S4上市了：5英寸1080P屏、四核1.9GHz、1300万+200万双摄像头，零售价5199元全球热销中、货源紧俏。如您有购买意向，请联系您的中国移动集团客户经理可享受超低4999的优惠价购买哦！数量有限，先定先得哦！客户经理：陈太娟,联系电话：13862587505！"
ARR birthday today:) i wish him to get more oscar.,0,normal,ARR birthday today:) i wish him to get more oscar.
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0,normal,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
您的机票订单21904045029（03-28，北京-大连）已被受理，卖家最晚将在14:14前为您出票。淘宝旅行保障100%出票，出票成功后短信通知您。客户端下载： lv.taobao.com【天猫】,0,normal,您的机票订单21904045029（03-28，北京-大连）已被受理，卖家最晚将在14:14前为您出票。淘宝旅行保障100%出票，出票成功后短信通知您。客户端下载： lv.taobao.com【天猫】
ringtоnеking 84484,1,C,ringtoneking 84484
"How about clothes, jewelry, and trips?",0,normal,"How about clothes, jewelry, and trips?"
Free toneѕ Hоpе уou enjоуеd уоur new contеnt. tехt ѕtоp to 61610 tо unѕubscrіЬе. helр:08712400602450p Providеd Ьy tоnеs2уоu.co.uк,1,C,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
Wait 2 min..stand at bus stop,0,normal,Wait 2 min..stand at bus stop
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0,normal,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
Thanks for loving me so. You rock,0,normal,Thanks for loving me so. You rock
What class of  &lt;#&gt;  reunion?,0,normal,What class of  &lt;#&gt;  reunion?
女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://go.10086.сn/nd/mсΥ/NlАvR,1,C,女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://go.10086.cn/nd/mcY/NlAvR
上海大智慧每天公布一只内线好股，日总收益不低于6利润！网址：www.436333.сom验户：048密：333【大智慧】,1,C,上海大智慧每天公布一只内线好股，日总收益不低于6利润！网址：www.436333.com验户：048密：333【大智慧】
РRІVAТЕ! Υоur 2003 Aссount Statemеnt for 07808 XХXХXХ sһоwѕ 800 un-redeemеd S. І. M. pointѕ. Саll 08719899217 Idеntifier Сodе: 41685 Ехpіres 07/11/04,1,C,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
您好！截至到2014年04月07日15时58分，您已使用数据流量39.64MB，套餐内剩余流量110.37MB，其中剩余国内通用流量100.0MB，本地流量剩余量10.37MB，感谢您使用流量查询服务。中国移动,0,normal,您好！截至到2014年04月07日15时58分，您已使用数据流量39.64MB，套餐内剩余流量110.37MB，其中剩余国内通用流量100.0MB，本地流量剩余量10.37MB，感谢您使用流量查询服务。中国移动
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:httр://gо.10086.cn/nd/мgK/Vј91K,1,C,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgK/Vj91K
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,normal,I'm still looking for a car to buy. And have not gone 4the driving test yet.
"Its ok chikku, and its my 1 of favourite song..:-)",0,normal,"Its ok chikku, and its my 1 of favourite song..:-)"
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0,normal,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
"Ur bаlаnсe іs now å£600. Next quеstiоn: Complete tһе landмarк, Bіg, А. Вob, В. Ваrry оr С. Ben ?. Теxt A, В оr С to 83738. Gоod luск!",1,C,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!"
财富早间版：央行组合拳挤压套利资金空间；保利地产等3地产公司大股东增持提升信心。昨日指数放量大跌有恐慌盘涌出，由于下跌速度过快技术形态趋于恶化，若无利好因素短期难以迅速止跌企稳，应继续控制仓位保持谨慎观望为宜。投资建议仅供参考。【招商证券】,0,normal,财富早间版：央行组合拳挤压套利资金空间；保利地产等3地产公司大股东增持提升信心。昨日指数放量大跌有恐慌盘涌出，由于下跌速度过快技术形态趋于恶化，若无利好因素短期难以迅速止跌企稳，应继续控制仓位保持谨慎观望为宜。投资建议仅供参考。【招商证券】
端午节放假安排出炉 节前连上7天[人民]-中国移动冲浪助手:һttp://go.10086.сn/nd/lU1/7q2Aѕ,1,C,端午节放假安排出炉 节前连上7天[人民]-中国移动冲浪助手:http://go.10086.cn/nd/lU1/7q2As
Υou аrе a wіnnеr yоu havе bеen sреciаlly selеctеd tо rесеіve å£1000 сash or а å£2000 awаrd. Spеaк tо a lіvе oрeratоr to сlaіm cаll 087123002209am-7рм. Coѕt 10p,1,C,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
接上:格）期数，可选3、6、12、15、18、24期，详询卡背面客服电话，或加“浦发银行信用卡中心”官方微信办理【浦发银行】,0,normal,接上:格）期数，可选3、6、12、15、18、24期，详询卡背面客服电话，或加“浦发银行信用卡中心”官方微信办理【浦发银行】
I am taking you for italian food. How about a pretty dress with no panties? :),0,normal,I am taking you for italian food. How about a pretty dress with no panties? :)
购游戏包送大礼，iPаd3、天翼话费周周奖、月月送，等你来拿！http://gаmе.189.сn/һd/ухbslj?PUSНID=4256070135&Р=18907791161,1,C,购游戏包送大礼，iPad3、天翼话费周周奖、月月送，等你来拿！http://game.189.cn/hd/yxbslj?PUSHID=4256070135&P=18907791161
中国电动车网ΥY语音培训频道54966881 ，5月21日晚20：00，等你来听课！~更有机会获得价值8000元的惊喜大礼包一份！,1,C,中国电动车网YY语音培训频道54966881 ，5月21日晚20：00，等你来听课！~更有机会获得价值8000元的惊喜大礼包一份！
接上:3/1起外币交易自动转为人民币记帐，年底前免外汇兑换手续费，详询客服。【浦发银行】,0,normal,接上:3/1起外币交易自动转为人民币记帐，年底前免外汇兑换手续费，详询客服。【浦发银行】
WOW! Тһe Bоуs R Вaск. TАKE TНAТ 2007 UK Тоur. Wіn VIР Tіскets & рre-Ьоoк witһ VIР СluЬ. Tхt CLUВ to 81303. Тrackmarquе Ltd infо@vipcluЬ4u.,1,C,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
不愁吃穿的富二代，曾是屡获佳绩的青少年跆拳道高手，还曾是抓过毒犯的特警突击队员，如今变成了毒贩，而抓捕他的却是当年的同事！您的3G辅导员钱娟友情推荐，详情点击：һttр://10006.cо/PRJ0,1,C,不愁吃穿的富二代，曾是屡获佳绩的青少年跆拳道高手，还曾是抓过毒犯的特警突击队员，如今变成了毒贩，而抓捕他的却是当年的同事！您的3G辅导员钱娟友情推荐，详情点击：http://10006.co/PRJ0
小隐于野，大隐于市，中海紫御观邸， CВD核心豪宅，私享城央万平园林，告别海雾与湿气侵扰。280平米精装四房，现房热销中68660666,1,C,小隐于野，大隐于市，中海紫御观邸， CBD核心豪宅，私享城央万平园林，告别海雾与湿气侵扰。280平米精装四房，现房热销中68660666
Wat u doing there?,0,normal,Wat u doing there?
How much is blackberry bold2 in nigeria.,0,normal,How much is blackberry bold2 in nigeria.
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,0,normal,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
PICK UR FONE UP NOW U DUMB?,0,normal,PICK UR FONE UP NOW U DUMB?
动感地带、神州行标准卡、畅听卡、5元卡客户可以编辑短信“CXGM”到10086，查询国际及港澳台漫游功能是否开通。月末最后一天19点后不受理。,0,normal,动感地带、神州行标准卡、畅听卡、5元卡客户可以编辑短信“CXGM”到10086，查询国际及港澳台漫游功能是否开通。月末最后一天19点后不受理。
Prepare to be pounded every night...,0,normal,Prepare to be pounded every night...
Do you know when the result.,0,normal,Do you know when the result.
Waiting in e car 4 my mum lor. U leh? Reach home already?,0,normal,Waiting in e car 4 my mum lor. U leh? Reach home already?
戈:好的 多谢 要是不麻烦 你现在就帮忙改了吧【发自飞信】,0,normal,戈:好的 多谢 要是不麻烦 你现在就帮忙改了吧【发自飞信】
影院搬上车，全新帕萨特影院版23.98万，全川最低价，购车送іPhonе 5、置换享8千礼包、分-期两年零利-息38169929【天牛坤泰】,1,C,影院搬上车，全新帕萨特影院版23.98万，全川最低价，购车送iPhone 5、置换享8千礼包、分-期两年零利-息38169929【天牛坤泰】
【招商证券】财富收盘版：指数冲高回落成交量再度放大，个股跌多涨少主力资金有减仓嫌疑。关注周末消息面情况，维持控制仓位应对震荡的策略。仅供参考,0,normal,【招商证券】财富收盘版：指数冲高回落成交量再度放大，个股跌多涨少主力资金有减仓嫌疑。关注周末消息面情况，维持控制仓位应对震荡的策略。仅供参考
端午粽，早买早便宜！三全龙舟粽风情礼盒来袭！9.8元包邮限量发售10000盒！错过今天再等明年http://t.сn/zНPd7QD,1,C,端午粽，早买早便宜！三全龙舟粽风情礼盒来袭！9.8元包邮限量发售10000盒！错过今天再等明年http://t.cn/zHPd7QD
4.24至5.26到北京四元桥宜家选购帕克思衣柜框架，相同颜色和尺寸买一送一！快来拥有你的梦想衣柜吧。活动期间在宜家四元桥商场购买帕克思全系列满三千元还送五十元安装费，机不可失，赶快行动！回复0退订【宜家俱乐部】,0,normal,4.24至5.26到北京四元桥宜家选购帕克思衣柜框架，相同颜色和尺寸买一送一！快来拥有你的梦想衣柜吧。活动期间在宜家四元桥商场购买帕克思全系列满三千元还送五十元安装费，机不可失，赶快行动！回复0退订【宜家俱乐部】
亲，您遇上电信日大促啦，5月16日-5月18日电信网上营业厅充值缴费可直接享受9.5折！全网最低，不容错过！详询   httр://gd.189.cn,1,C,亲，您遇上电信日大促啦，5月16日-5月18日电信网上营业厅充值缴费可直接享受9.5折！全网最低，不容错过！详询   http://gd.189.cn
"WELL DОNЕ! Υour 4* Cоѕtа Del Sol Hоlidау or å£5000 аwаit сollесtіon. Сall 09050090044 Nоw toСlаім. SAE, ТCs, РOBoх334, Stосkрort, SK38xһ, Cоѕtå£1.50/рm, Max10mins",1,C,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
订单号E296015364，陈先生您已购票成功。陈广大、匙赫、匙惠、石剑波须在开车前换取纸质车票后乘车。【铁路客服】,0,normal,订单号E296015364，陈先生您已购票成功。陈广大、匙赫、匙惠、石剑波须在开车前换取纸质车票后乘车。【铁路客服】
"557，有效期2021年12月""",0,normal,"557，有效期2021年12月"""
soon you will have the real thing princess! Do i make you wet? :),0,normal,soon you will have the real thing princess! Do i make you wet? :)
Sorry da..today i wont come to play..i have driving clas..,0,normal,Sorry da..today i wont come to play..i have driving clas..
尾号1707信用卡11月19日17:56消费人民币3506.00元，分12期还款回复JYFQ（空格）8016（空格）170/待续【浦发银行】,0,normal,尾号1707信用卡11月19日17:56消费人民币3506.00元，分12期还款回复JYFQ（空格）8016（空格）170/待续【浦发银行】
。热线：8939 8555 网址：www.xіаn86.coм QQ:800006298 地址：高新四路城市皇冠【高新九龙男科】,1,C,。热线：8939 8555 网址：www.xian86.com QQ:800006298 地址：高新四路城市皇冠【高新九龙男科】
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.сn/nd/мgz/ЕnNzL,1,C,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgz/EnNzL
美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://gо.10086.сn/nd/mgp/171CЈС,1,C,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/171CJC
(2/2)接检票乘车或换取纸质车票后乘车。【铁路客服】,0,normal,(2/2)接检票乘车或换取纸质车票后乘车。【铁路客服】
[艺龙]感谢您的预订!酒店订单109937093返现56.00元已充入您的艺龙现金帐户详见eLong.com[el],0,normal,[艺龙]感谢您的预订!酒店订单109937093返现56.00元已充入您的艺龙现金帐户详见eLong.com[el]
"【海航】您的生日就是我们的节日.选择金鹏俱乐部与您一路同行,我们深感荣幸,衷心祝福您生日快乐如意吉祥!-海航金鹏俱乐部",0,normal,"【海航】您的生日就是我们的节日.选择金鹏俱乐部与您一路同行,我们深感荣幸,衷心祝福您生日快乐如意吉祥!-海航金鹏俱乐部"
女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://gо.10086.cn/nd/мd8/jqаVі,1,C,女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://go.10086.cn/nd/md8/jqaVi
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0,normal,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
您申请的动态密码为: 9HVW5r,0,normal,您申请的动态密码为: 9HVW5r
零号男庆V+3周年，全场5折封顶，仅5月18日0-24点 登陆 vjia.сом 尽享独家优惠。【V+零号男】,1,C,零号男庆V+3周年，全场5折封顶，仅5月18日0-24点 登陆 vjia.com 尽享独家优惠。【V+零号男】
搜折扣：仅1元抢购烤食汇现金抵用券！烤肉种类丰富，环境舒适，饮料酒水无限量畅饮！午晚餐通用！抢购请点3g.cnnb.сoм.сn/xһ/b/,1,C,搜折扣：仅1元抢购烤食汇现金抵用券！烤肉种类丰富，环境舒适，饮料酒水无限量畅饮！午晚餐通用！抢购请点3g.cnnb.com.cn/xh/b/
报名参加天脉社区微短文大赛，写下你充满奇情的幻想，或浪漫爆笑的无厘头日记，来赢取千元现金大奖吧！详情登录天脉网www.xj169.сoм,1,C,报名参加天脉社区微短文大赛，写下你充满奇情的幻想，或浪漫爆笑的无厘头日记，来赢取千元现金大奖吧！详情登录天脉网www.xj169.com
Okey dokey swashbuckling stuff what oh.,0,normal,Okey dokey swashbuckling stuff what oh.
"[EL]错峰出行,好房不贵:艺龙送200元大红包至您账户,11月5日前订预付酒店直接抵房费.点 d.elong.cn/50937 下载客户端",0,normal,"[EL]错峰出行,好房不贵:艺龙送200元大红包至您账户,11月5日前订预付酒店直接抵房费.点 d.elong.cn/50937 下载客户端"
*_*沃视界推荐：台湾爆红搞笑大片《老板的口头禅》，看逆天杀伤力的美女老板如何不计形象的全力摧残员工。看看你中枪了吗？省内观看沃视界，免收流量费 һttp://www.3ghn.соm.cn/753K4Ј/ЈCЈ,1,C,*_*沃视界推荐：台湾爆红搞笑大片《老板的口头禅》，看逆天杀伤力的美女老板如何不计形象的全力摧残员工。看看你中枪了吗？省内观看沃视界，免收流量费 http://www.3ghn.com.cn/753K4J/JCJ
Oh Howda gud gud.. Mathe en samachara chikku:-),0,normal,Oh Howda gud gud.. Mathe en samachara chikku:-)
尊敬的客户，您于今日21点29分在中国移动北京公司进行了业务状态查询，特此提醒。网上营业厅致力于为您提供“十分满意”的服务。,0,normal,尊敬的客户，您于今日21点29分在中国移动北京公司进行了业务状态查询，特此提醒。网上营业厅致力于为您提供“十分满意”的服务。
"Υou've won tkts tо tһе ЕURO2004 СUР FINAL оr å£800 СASН, to соlleсt CАLL 09058099801 b4190604, PОBOХ 7876150pрm",1,C,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
惊爆！招商LАVIE公社48万/套起！60-110平商务办公LОFT，买一层得两层面积，投资首选不限购不限贷到访有礼66918999【元讯】,1,C,惊爆！招商LAVIE公社48万/套起！60-110平商务办公LOFT，买一层得两层面积，投资首选不限购不限贷到访有礼66918999【元讯】
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0,normal,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,normal,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
【招商证券】财富收盘版：金融地产等绩优蓝筹股带动主板指数创新高，然成交量并未明显放大。故不宜过度追涨，仓重者适当逢高减仓操作。仅供参考。,0,normal,【招商证券】财富收盘版：金融地产等绩优蓝筹股带动主板指数创新高，然成交量并未明显放大。故不宜过度追涨，仓重者适当逢高减仓操作。仅供参考。
Finish liao... U?,0,normal,Finish liao... U?
贵卡1407发生关联个人信用卡扣款，应扣人民币3555.75元，实扣3555.75元。[招商银行],0,normal,贵卡1407发生关联个人信用卡扣款，应扣人民币3555.75元，实扣3555.75元。[招商银行]
i see. When we finish we have loads of loans to pay,0,normal,i see. When we finish we have loads of loans to pay
I know you mood off today,0,normal,I know you mood off today
纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:httр://go.10086.cn/nd/мһЬ/BМx5B,1,C,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhb/BMx5B
点数充值4元：4.00元,0,normal,点数充值4元：4.00元
"您尾号7544卡29日16:36ATM支出(ATM取款)3,000元。【工商银行】",0,normal,"您尾号7544卡29日16:36ATM支出(ATM取款)3,000元。【工商银行】"
yes baby! I need to stretch open your pussy!,0,normal,yes baby! I need to stretch open your pussy!
【招商证券】财富版：新电改方案上报中央，配售电侧改革先行；财政部等四部委出台充电桩建设奖励政策，新能源汽车有望加速普及。指数中阳线再创新高强势格局突出，银行股继续中线关注，并关注汽车、节能环保等补涨机会。投资建议仅供参考，回复N退订。,0,normal,【招商证券】财富版：新电改方案上报中央，配售电侧改革先行；财政部等四部委出台充电桩建设奖励政策，新能源汽车有望加速普及。指数中阳线再创新高强势格局突出，银行股继续中线关注，并关注汽车、节能环保等补涨机会。投资建议仅供参考，回复N退订。
Dо you want a new Vіdeo һаndѕеt? 750 аnу time аny networк мinѕ? UNLIМІТЕD ТЕXT? Caмcоrder? Rерly or Саll now 08000930705 for del Sat АМ,1,C,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
"天文地理博古通今，来挑战你的知识面吧！回复К参加“智趣享乐”考试答题，连续回答20题后答对其中12题参加50元话费抽奖！详情请回J,广东移动",1,C,"天文地理博古通今，来挑战你的知识面吧！回复K参加“智趣享乐”考试答题，连续回答20题后答对其中12题参加50元话费抽奖！详情请回J,广东移动"
"687135(微信支付验证码,请勿泄露),您于19:42使用尾号7544的工商银行卡发起交易2.70元【财付通】",0,normal,"687135(微信支付验证码,请勿泄露),您于19:42使用尾号7544的工商银行卡发起交易2.70元【财付通】"
Wat time Ì_ finish?,0,normal,Wat time Ì_ finish?
